Name,Content Set,Type,Solutions,Description
Examples:,,,,
512:17472:192.168.0.206_512:0:133.209.157.73,,,,
NoAddress_NoAddress,,,,
Tanium PowerShell Execution Policy,Client Management,Sensor,Tanium Default Content,The PowerShell Execution Policy of the 32-bit Tanium Client process. A different policy might be set for 64-bit context on 64-bit systems.
Tanium Provision - Deployment Progress,Provision,Sensor,Tanium Provision,"Displays the progress of any active Provision deployments, as well as the historical results from devices previously deployed using Provision."
Tanium Provision - Deployment Progress Minimal,Provision,Sensor,Tanium Provision,"Displays the progress of any active Provision deployments, as well as the historical results from devices previously deployed using Provision."
Tanium Provision - Has PXE Tag,Provision,Sensor,Tanium Provision,Tanium Provision augmentation of custom tags sensor. This will return true or false if the PROVISION_PXE tag exists on the endpoint.
Example: True,,,,
Tanium Provision - TaniumPXE Bundle Detail,Provision,Sensor,Tanium Provision,Reports on the detailed status of each bundle for the Tanium PXE service
Tanium Provision - TaniumPXE Status,Provision,Sensor,Tanium Provision,Reports on the overall status of the Tanium PXE service
Tanium Reboot Days Ago,Base,Sensor,Tanium Default Content,Returns the number of days since a Tanium Reboot Action occurred.
Example: 2,,,,
Tanium Risk Score,Benchmark,Virtual Sensor,Benchmark,Provides the endpoint Tanium Risk Score and metric scores.
Tanium Sensor Randomization Enabled,Client Management,Sensor,Tanium Default Content,"Returns if sensor execution is randomized on an endpoint, for better distribution on VDI / VM environments."
Example: Yes,,,,
Tanium Server Name,Client Management,Sensor,Tanium Default Content,Retrieves the Tanium Server Name from the Client's Registry
Example: server.domain.com,,,,
Tanium Server Name List,Client Management,Sensor,Tanium Default Content,Retrieves the Tanium Server Name List from the Client's Registry
"Example: server.domain.com,server1.domain.com",,,,
Tanium Server Version,Base,Sensor,Tanium Default Content,Version number of Tanium Server installed.
Example: 6.2.314.3218,,,,
Tanium Service Control Status,Client Management,Sensor,Client Service Hardening,"Returns whether the Tanium services have special permissions set such that regular users, or non-SYSTEM users, can control the service."
Example: Tanium Client|Restricted to Local SYSTEM|D:(A;;CCDCLCSWRPWPDTLOCRSDRCWO;;;SY)(A;;CCLCSWLOCRRC;;;AU),,,,
Tanium Tool Hash Check,Incident Response,Sensor,Tanium Threat Response,"Calculates the hash (MD5, SHA1 or SHA256) of every executable file recursively within the Tanium directory. Returns the relative path to each executable file and the computed hash. Examine output to identify computers with older or different binary versions."
Tanium Zero Trust - Microsoft Entra ID Device Detail,Zero Trust,Sensor,Tanium Zero Trust,Collect Microsoft Entra ID Device Detail as written by the Zero Trust Gather Detail package.
Tanium Zone Server Version,Base,Sensor,Tanium Default Content,Version number of Tanium Zone Server installed.
Example: 6.5.314.4316,,,,
Target,Base,Sensor,Tanium Default Content,"Simple sensor that returns the word ""Target"" that is used when targeting actions within Tanium."
Example: Target,,,,
Threat Response - Daily Stream Stats,Threat Response,Sensor,Tanium Threat Response,"This sensor is used to collect the statistics recorded for Stream. The results are reported as a RFC 3339 date and the total bytes transferred for that date. The bytes transferred are grouped into the following buckets: ""0 B"", ""<= 10 MB"", ""<= 50 MB"", ""<= 100 MB"", ""<= 200 MB"", ""<= 1 GB"", ""1 GB+""."
Threat Response - HTTP Headers,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint containing HTTP headers.
Threat Response - Is Quarantined,Threat Response,Sensor,Tanium Threat Response,Windows:
"Returns ""Yes"" if a machine has a Ipsec Policy named ""Tanium Quarantine"" applied, other wise returns ""No"".",,,,
Linux:,,,,
"Returns ""Yes"" if a machine has an iptables rule named ""Tanium Quarantine"", otherwise returns ""No"".",,,,
Threat Response - Linux Network Manager,Threat Response,Sensor,Tanium Threat Response,"Returns ""Yes"" If Network Manager is enabled, otherwise ""No"""
Threat Response - Mac Packet Filter,Threat Response,Sensor,Tanium Threat Response,"Returns ""yes"" if OS X Packet filter is installed."
Threat Response - Scan Status,Threat Response,Sensor,Tanium Threat Response,Returns the status of the scan for the given hunt id.
Threat Response - Security Events,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding security events.
Threat Response - Status,Threat Response,Sensor,Tanium Threat Response,[DEPRECATED] Performs checks to determine if the Threat Response software is installed and functional. This sensor is deprecated and will no longer be supported in future versions of Threat Response. It has been replaced with the Client Extensions - Status sensor to provide endpoint health and details.
Time Zone,Base,Sensor,Tanium Default Content,The currently specified time zone for the client machine.
Example: (UTC-08:00) Pacific Time (US & Canada),,,,
Time Zone Offset,Base,Sensor,Tanium Default Content,Returns the time offset in minutes. Example: -0700
Total Memory,Core Content,Sensor,Tanium Core Content,The total physical memory installed in the client machine.
Example: 8000 MB,,,,
Total Swap,Core Content,Sensor,Tanium Core Content,Total swap space configured by client machine.
Example: 4000 MB,,,,
Trace DNS Queries,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding DNS queries.
Trace Executed Process Hashes,Threat Response,Sensor,Tanium Threat Response,Returns the md5 hashes of process executed within a specified time range.
Trace Executed Process Trees,Threat Response,Sensor,Tanium Threat Response,"Generates process trees from a process name (regex). With ""As Parent"" the specified process name appears at the top of the tree. With ""As Child"" it appears at the bottom."
Trace Executed Processes,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding process executions.
Trace File Operations,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding filesystem activity.
Trace Image Loads,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding Image Loads.
Trace Loaded Drivers,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding loaded drivers.
Trace Logon Events,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding logon events.
Trace Network Connections,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding network connections made by processes.
Trace Registry Keys or Values,Threat Response,Sensor,Tanium Threat Response,Returns historical data from each endpoint regarding registry activity.
UAC Status,Core Content,Sensor,Tanium Core Content,Returns Enabled or Disabled based on the status of Windows User Access Control on the client machine.
Example: Enabled,,,,
Unencrypted Wireless Networks,Core Content,Sensor,Tanium Core Content,"Details of wireless networks that are currently open and unencrypted. Details include SSID, MAC address, connection state, network type, radio type, authentication, receive rate, transmit rate, and signal strength (0-5)."
Example: hotspotwifi | xx-xx-xx-xx-xx-xx | connected | Infrastructure | 802.11g | WEP | 54 Mbps | 54 Mbps | 5,,,,
Unmanaged Assets,Discover Content,Sensor,Tanium Discover,"IP addresses of machines in the network that do not have the Tanium Client running. When possible, unmanaged assets will return the IP address, the machine name, and the MAC address."
"Example: ping | 192.168.1.2 | my-machine-name | 00-22-9a-3e-91-5f | VMWare | windows | 22,135,443 | 7.x",,,,
Unsuccessful Elevated Privileges,Incident Response,Sensor,Tanium Threat Response,"Lists unsuccessful attmpts to elevate privilege level for a user. Returns user ID, month and day, and time at which the attempt occurred."
Uptime,Core Content,Sensor,Tanium Core Content,Time since reboot in days of the client machine.
Example: 48 days,,,,
USB Device,Core Content,Sensor,Tanium Core Content,Returns a list of USB devices currently plugged in to the client machine.
Example: HID Keyboard Device,,,,
USB Device Details,Core Content,Sensor,Tanium Core Content,"Returns of details of attached USB devices, including Description, vendor ID, and product ID."
"Example: Generic USB Hub|VMware, Inc.|Virtual USB Hub",,,,
USB Storage Devices,Core Content,Sensor,Tanium Core Content,Returns a list of USB storage devices currently plugged in to the client machine.
Example: USB Mass Storage Device,,,,
USB Write Protected,Core Content,Sensor,Tanium Core Content,Outputs True if USB storage devices connected to the client machine are set to write protected mode and false if not.
Example: False,,,,
Used Memory,Core Content,Sensor,Tanium Core Content,Memory in use in MB from client machine.
Example: 6348 MB,,,,
Used Swap,Core Content,Sensor,Tanium Core Content,Swap space in use in MB by the client machine.
Example: 2164 MB,,,,
User Accounts,Core Content,Sensor,Tanium Core Content,List of local user accounts on a machine.
Examples: Administrator,,,,
User Details,Core Content,Sensor,Tanium Core Content,Returns a list of local users to the Windows machine and the user's full name.
Example:johndoe|John Doe,,,,
User Profile Directory Details,Core Content,Sensor,Tanium Core Content,Returns the location of all user profiles and if the directory currently exists
Example:C:\Users\John.Doe|True,,,,
User Sessions,Core Content,Sensor,Tanium Core Content,"Provides the terminal services session information, similar to what is available from the ""query session"" command."
Example:console|Administrator|1|Active||,,,,
Username,Base,Sensor,Tanium Default Content,"Returns the currently logged in user, and No User if nobody is logged in."
"On Windows, this sensor returns only users logged into the local console, but not users logged in over RDP. The ""User Sessions"" sensor includes RDP users.",,,,
Example: Domain\JDoe,,,,
Video Driver Version,Core Content,Sensor,Tanium Core Content,The version number of the video driver on the client machine.
Example: 6.1.7600.16385,,,,
Video Graphics Card RAM,Core Content,Sensor,Tanium Core Content,Amount of RAM in the video card in the client machine.
Example: 256MB,,,,
Video/Graphics Card,Core Content,Sensor,Tanium Core Content,Description of the video card in the client machine.
Example: ATI Radeon HD 2400 Pro,,,,
Virtual Platform,Base,Sensor,Tanium Default Content,"Returns the virtual platform or technology used for the virtual machine, if it is a virtual machine."
Example: VMware,,,,
Visual Studio Code Extensions,Default,Sensor,Tanium Emerging Issues Content,"Returns installed Visual Studio Code Extensions for endpoints with VS Code. Returns user folder name, extension ID, extension UUID, extension path, version, publisher, and if package.json for the extension is found on disk."
VMSA-2024-0006 Status,Default,Sensor,Tanium Emerging Issues Content,
